code,network,station,id,longitude,latitude,elevation
EP0399,SS,22604,SS.22604,7.067541,47.327687,809.800000
ST0286,SS,22606,SS.22606,7.131804,47.307942,884.600000
CO1049,SS,22609,SS.22609,7.401134,47.363574,450.200000
LE0092,SS,22611,SS.22611,7.136247,47.258231,992.400000
UN0210,SS,22613,SS.22613,7.251305,47.300478,583.700000
SO0189,SS,22614,SS.22614,7.321663,47.299820,838.900000
GL0379,SS,22615,SS.22615,7.164160,47.332571,852.900000
CO0359,SS,22616,SS.22616,7.270240,47.339650,463.800000
SE0520,SS,22617,SS.22617,7.122664,47.365755,569.500000
CO1045,SS,22620,SS.22620,7.371954,47.365528,416.800000
ST0256,SS,22621,SS.22621,7.119934,47.301002,908.100000
PO1002,SS,22624,SS.22624,7.035838,47.427107,561.500000
DE0478,SS,22625,SS.22625,7.273401,47.367757,607.300000
CO0301,SS,22626,SS.22626,7.289057,47.327455,550.700000
BO0560,SS,22628,SS.22628,7.259033,47.392336,852.500000
PL0590,SS,22630,SS.22630,7.301851,47.400961,791.600000
CO0361,SS,22631,SS.22631,7.291915,47.343169,543.300000
BO0532,SS,22636,SS.22636,7.250859,47.378832,740.000000
CO0665,SS,22638,SS.22638,7.120602,47.410689,487.200000
OC0459,SS,22642,SS.22642,7.090641,47.348894,442.800000
DE1039,SS,22643,SS.22643,7.325642,47.366675,455.600000
CO0247,SS,22647,SS.22647,7.327883,47.320725,622.300000
CO0394,SS,22649,SS.22649,7.323767,47.352604,430.000000
SO0270,SS,22650,SS.22650,7.264275,47.313114,807.849000
CO2039,SS,22653,SS.22653,7.301126,47.336361,446.400000
OC0486,SS,22654,SS.22654,7.064377,47.348191,546.800000
BO0503,SS,22655,SS.22655,7.240054,47.374132,615.400000
MO0550,SS,22656,SS.22656,7.155369,47.377045,808.200000
CO2062,SS,22657,SS.22657,7.400161,47.347695,445.200000
GL0351,SS,22659,SS.22659,7.190231,47.328617,534.900000
OC0515,SS,22660,SS.22660,7.073409,47.357663,622.400000
PL0677,SS,22661,SS.22661,7.250480,47.421510,646.300000
BO0470,SS,22662,SS.22662,7.205760,47.361154,875.100000
OC0543,SS,22664,SS.22664,7.082081,47.366925,758.800000
MO0499,SS,22665,SS.22665,7.197954,47.371967,634.300000
PL0658,SS,22667,SS.22667,7.261341,47.417781,740.700000
SO0212,SS,22668,SS.22668,7.271543,47.301955,619.200000
SO0239,SS,22671,SS.22671,7.255188,47.299592,634.300000
BO0472,SS,22672,SS.22672,7.221931,47.362507,603.100000
LA0199,SS,22674,SS.22674,7.135490,47.288421,943.800000
PO1006,SS,22675,SS.22675,7.073540,47.421321,476.800000
SO0185,SS,22676,SS.22676,7.285248,47.298350,700.200000
DE0510,SS,22679,SS.22679,7.321877,47.387882,808.500000
SE0545,SS,22680,SS.22680,7.105181,47.369871,829.300000
BA2024,SS,22682,SS.22682,7.234540,47.333302,487.700000
LA0140,SS,22684,SS.22684,7.092571,47.267860,968.900000
CO1009,SS,22685,SS.22685,7.103857,47.415332,497.400000
DE0421,SS,22686,SS.22686,7.299893,47.356944,464.200000
DE1043,SS,22690,SS.22690,7.356882,47.367190,413.400000
EP0341,SS,22691,SS.22691,7.084840,47.316085,477.600000
GL2021,SS,22692,SS.22692,7.211595,47.333003,505.600000
CO0216,SS,22695,SS.22695,7.313935,47.308314,1048.200000
BO0610,SS,22697,SS.22697,7.246599,47.402642,700.600000
CO1047,SS,22698,SS.22698,7.382433,47.365207,418.000000
LA0146,SS,22700,SS.22700,7.155970,47.272743,1031.900000
DE0453,SS,22701,SS.22701,7.323776,47.364673,443.300000
CO0299,SS,22703,SS.22703,7.268782,47.325409,541.500000
CO0305,SS,22704,SS.22704,7.329713,47.331274,521.100000
LE0116,SS,22705,SS.22705,7.117858,47.262580,1032.600000
CO0646,SS,22706,SS.22706,7.142928,47.405270,515.700000
EP0462,SS,22707,SS.22707,7.121031,47.350707,802.400000
BA0327,SS,22708,SS.22708,7.250571,47.330687,512.800000
CO1015,SS,22709,SS.22709,7.145136,47.396029,556.200000
CO0573,SS,22710,SS.22710,7.120485,47.380543,786.700000
LA0201,SS,22711,SS.22711,7.150101,47.291554,966.349000
BO0557,SS,22712,SS.22712,7.225702,47.383469,847.100000
CO0685,SS,22713,SS.22713,7.156986,47.424870,472.300000
FO0570,SS,22714,SS.22714,7.086844,47.376308,804.900000
SO0158,SS,22715,SS.22715,7.285219,47.291377,877.700000
DE0449,SS,22716,SS.22716,7.288254,47.363510,522.200000
GL2019,SS,22718,SS.22718,7.203528,47.328641,578.700000
CO1051,SS,22719,SS.22719,7.417786,47.364632,517.100000
BA0386,SS,22720,SS.22720,7.239648,47.341914,480.300000
AL0684,SS,22721,SS.22721,7.143366,47.420155,497.000000
EP0402,SS,22722,SS.22722,7.103787,47.330978,740.800000
CO0620,SS,22723,SS.22723,7.099564,47.391530,570.000000
MO0167,SS,22725,SS.22725,7.099323,47.272061,960.700000
CH0691,SS,22726,SS.22726,7.216227,47.428893,624.500000
UN0204,SS,22727,SS.22727,7.176331,47.300917,756.400000
CO1016,SS,22728,SS.22728,7.147547,47.400660,535.700000
CH0676,SS,22729,SS.22729,7.239023,47.425709,623.700000
CO1014,SS,22730,SS.22730,7.141109,47.401762,521.100000
CH0692,SS,22732,SS.22732,7.225064,47.428957,706.800000
CO0269,SS,22734,SS.22734,7.257394,47.320588,833.900000
EP0432,SS,22735,SS.22735,7.115691,47.339953,827.200000
SO0160,SS,22736,SS.22736,7.301648,47.293959,855.000000
DE0451,SS,22739,SS.22739,7.311389,47.365232,471.500000
BA0326,SS,22740,SS.22740,7.239070,47.328925,526.200000
GL0288,SS,22741,SS.22741,7.149955,47.313962,827.400000
DE0422,SS,22742,SS.22742,7.309068,47.358838,451.300000
CO0331,SS,22743,SS.22743,7.293240,47.335815,454.500000
OC0488,SS,22744,SS.22744,7.085577,47.354337,610.000000
BA0387,SS,22745,SS.22745,7.249045,47.345106,473.800000
DE0485,SS,22747,SS.22747,7.357481,47.379829,523.000000
PL0562,SS,22748,SS.22748,7.280972,47.396768,825.700000
DE0509,SS,22749,SS.22749,7.304834,47.381669,890.000000
DE0419,SS,22750,SS.22750,7.278954,47.356832,542.100000
CO1013,SS,22751,SS.22751,7.133116,47.406538,495.700000
SA0231,SS,22752,SS.22752,7.163057,47.297692,821.600000
CH0248,SS,22753,SS.22753,7.340655,47.320495,653.900000
ST0521,SS,22755,SS.22755,7.133311,47.365916,621.849000
LE0067,SS,22756,SS.22756,7.120743,47.252525,1024.900000
SO0187,SS,22757,SS.22757,7.302886,47.301369,687.600000
CO0530,SS,22759,SS.22759,7.019241,47.419635,532.300000
GL0323,SS,22761,SS.22761,7.214168,47.325818,554.900000
SO0340,SS,22763,SS.22763,7.074798,47.314299,494.700000
MO0311,SS,22764,SS.22764,7.087207,47.309875,799.200000
BA0446,SS,22765,SS.22765,7.256145,47.359296,580.800000
ST0376,SS,22766,SS.22766,7.139276,47.334752,452.500000
BO0559,SS,22767,SS.22767,7.249070,47.389722,767.500000
AS0630,SS,22768,SS.22768,7.203301,47.403172,672.800000
DE0514,SS,22769,SS.22769,7.362662,47.387787,408.100000
CH0694,SS,22770,SS.22770,7.245228,47.426976,644.300000
GL0382,SS,22771,SS.22771,7.196969,47.339718,549.000000
CO0627,SS,22772,SS.22772,7.177628,47.405690,593.900000
DE0425,SS,22775,SS.22775,7.339628,47.363435,422.200000
ST0343,SS,22776,SS.22776,7.107330,47.319529,503.400000
LE0068,SS,22778,SS.22778,7.130078,47.249953,1051.250000
CO0245,SS,22781,SS.22781,7.305391,47.318449,762.500000
MO2003,SS,22782,SS.22782,7.065846,47.291194,969.500000
DE0367,SS,22784,SS.22784,7.356564,47.350508,455.700000
BO0561,SS,22788,SS.22788,7.272647,47.392263,823.600000
BU1001,SS,22789,SS.22789,7.023510,47.430718,589.700000
CO1050,SS,22790,SS.22790,7.408686,47.364314,469.200000
SE0546,SS,22792,SS.22792,7.112728,47.371801,852.300000
UN0155,SS,22793,SS.22793,7.247729,47.289524,1031.500000
ST0254,SS,22794,SS.22794,7.101603,47.296816,987.000000
PO1004,SS,22796,SS.22796,7.059056,47.421891,540.200000
ST0523,SS,22797,SS.22797,7.157144,47.369864,524.200000
CO0362,SS,22798,SS.22798,7.297058,47.347970,583.900000
CO2055,SS,22799,SS.22799,7.362284,47.344609,439.300000
CH0306,SS,22800,SS.22800,7.338473,47.331646,503.600000
CO1054,SS,22801,SS.22801,7.455423,47.362870,576.500000
CO2043,SS,22802,SS.22802,7.310497,47.342419,450.100000
UN0234,SS,22803,SS.22803,7.203096,47.302175,592.500000
CO0368,SS,22804,SS.22804,7.366064,47.350015,426.000000
AL0682,SS,22805,SS.22805,7.123128,47.416750,479.800000
ME0568,SS,22806,SS.22806,7.344129,47.397244,577.500000
BO0502,SS,22807,SS.22807,7.233700,47.371025,607.000000
CO2044,SS,22808,SS.22808,7.317604,47.340403,446.200000
MO0469,SS,22811,SS.22811,7.191103,47.358401,904.200000
ST0497,SS,22812,SS.22812,7.182344,47.366838,615.500000
ST0315,SS,22814,SS.22814,7.129974,47.316179,930.900000
UN0265,SS,22815,SS.22815,7.217840,47.311765,526.500000
GL0354,SS,22816,SS.22816,7.218790,47.332641,497.500000
CH0219,SS,22817,SS.22817,7.344171,47.312411,770.500000
ME0567,SS,22819,SS.22819,7.332075,47.397737,613.400000
CO0645,SS,22820,SS.22820,7.123261,47.401396,491.000000
DE0541,SS,22821,SS.22821,7.336884,47.389637,748.100000
UN0233,SS,22822,SS.22822,7.184071,47.299066,717.200000
PL0696,SS,22824,SS.22824,7.279345,47.432829,550.200000
GL0291,SS,22825,SS.22825,7.180337,47.315705,765.500000
BA0355,SS,22826,SS.22826,7.229837,47.337516,489.300000
ST0314,SS,22827,SS.22827,7.114663,47.313367,791.000000
CH0678,SS,22828,SS.22828,6.991902,47.397594,555.300000
DE0482,SS,22832,SS.22832,7.327344,47.376105,563.200000
AS0581,SS,22836,SS.22836,7.203366,47.386223,768.500000
SA0290,SS,22838,SS.22838,7.175262,47.313886,779.600000
GL0350,SS,22841,SS.22841,7.186685,47.326383,548.400000
CH0689,SS,22844,SS.22844,7.194679,47.426946,505.400000
BO0473,SS,22845,SS.22845,7.233021,47.364585,588.000000
CO0273,SS,22847,SS.22847,7.298384,47.322865,584.500000
CO0602,SS,22848,SS.22848,7.160342,47.394489,721.900000
VE0147,SS,22849,SS.22849,7.139939,47.458892,457.800000
LA0169,SS,22851,SS.22851,7.117526,47.274814,1002.600000
PL0657,SS,22852,SS.22852,7.246427,47.418273,621.400000
CH0705,SS,22853,SS.22853,7.227767,47.438052,664.900000
LE0093,SS,22854,SS.22854,7.144152,47.262284,1072.200000
BA2027,SS,22855,SS.22855,7.252836,47.333174,498.300000
CO2040,SS,22856,SS.22856,7.302327,47.337605,450.300000
ST0495,SS,22857,SS.22857,7.158186,47.361142,520.200000
SO0539,SS,22858,SS.22858,7.375017,47.394462,455.300000
EP0433,SS,22860,SS.22860,7.124297,47.347541,805.600000
BA2022,SS,22862,SS.22862,7.221511,47.332598,494.800000
OC0486,SS,22863,SS.22863,7.064078,47.349802,553.700000
ST0283,SS,22864,SS.22864,7.102913,47.300616,1000.700000
PL0654,SS,22865,SS.22865,7.220476,47.413925,615.900000
SE0544,SS,22866,SS.22866,7.089502,47.365739,720.800000
RO0366,SS,22867,SS.22867,7.345577,47.348281,453.700000
BO0441,SS,22868,SS.22868,7.200826,47.355036,824.500000
CO0427,SS,22869,SS.22869,7.362419,47.365408,413.600000
ST0494,SS,22870,SS.22870,7.147869,47.362676,500.300000
LE0094,SS,22872,SS.22872,7.146287,47.260511,1010.400000
BO0612,SS,22873,SS.22873,7.263079,47.405673,676.200000
DE1036,SS,22874,SS.22874,7.309895,47.371887,556.200000
SO0188,SS,22875,SS.22875,7.314642,47.301998,751.700000
MI0701,SS,22876,SS.22876,7.182257,47.429315,499.300000
AL0683,SS,22878,SS.22878,7.103091,47.429262,510.700000
MI0686,SS,22879,SS.22879,7.165229,47.422277,479.700000
CO0360,SS,22880,SS.22880,7.283827,47.344031,520.900000
GL2012,SS,22881,SS.22881,7.142917,47.311213,913.800000
DE0397,SS,22882,SS.22882,7.352486,47.356407,421.500000
BA0445,SS,22884,SS.22884,7.244665,47.358156,499.000000
CO2060,SS,22885,SS.22885,7.382898,47.348118,430.400000
SO0132,SS,22886,SS.22886,7.291241,47.285580,1122.000000
BA0325,SS,22887,SS.22887,7.241656,47.327238,542.250000
CO2035,SS,22888,SS.22888,7.284866,47.340023,506.600000
VE0221,SS,22889,SS.22889,7.366160,47.315314,727.300000
DE1040,SS,22890,SS.22890,7.335126,47.363186,438.900000
UN0237,SS,22891,SS.22891,7.229937,47.304389,598.700000
DE0481,SS,22892,SS.22892,7.313995,47.374875,586.500000
ST0522,SS,22894,SS.22894,7.139967,47.367684,695.400000
GL0380,SS,22895,SS.22895,7.181134,47.333196,748.200000
DE1033,SS,22896,SS.22896,7.282916,47.371184,699.300000
LA0144,SS,22897,SS.22897,7.138233,47.271185,1004.300000
CO0623,SS,22898,SS.22898,7.125993,47.395983,513.800000
DE0483,SS,22899,SS.22899,7.334421,47.377288,551.600000
BO0440,SS,22905,SS.22905,7.195062,47.352633,825.500000
BO0413,SS,22906,SS.22906,7.218638,47.349859,509.900000
DE0393,SS,22908,SS.22908,7.306269,47.353958,544.600000
CO0600,SS,22909,SS.22909,7.140376,47.390675,609.400000
BA0418,SS,22910,SS.22910,7.267540,47.354283,544.800000
LA0172,SS,22911,SS.22911,7.148792,47.281792,1005.200000
GL0348,SS,22912,SS.22912,7.158619,47.324222,886.500000
AS0631,SS,22914,SS.22914,7.214803,47.404682,627.150000
BR0680,SS,22916,SS.22916,7.029947,47.382338,568.600000
ST0467,SS,22917,SS.22917,7.169914,47.355193,444.100000
PL0637,SS,22918,SS.22918,7.275137,47.412675,817.300000
VE2047,SS,22919,SS.22919,7.150615,47.438463,483.700000
RO2050,SS,22920,SS.22920,7.343515,47.344701,457.300000
DE0506,SS,22921,SS.22921,7.276472,47.376943,817.100000
SO0211,SS,22922,SS.22922,7.262995,47.301755,614.100000
ME0565,SS,22923,SS.22923,7.314987,47.396451,661.700000
CO0308,SS,22924,SS.22924,7.357314,47.338954,563.400000
SO0159,SS,22925,SS.22925,7.301984,47.294032,853.800000
AS0629,SS,22926,SS.22926,7.194023,47.401305,684.000000
SO0183,SS,22927,SS.22927,7.267563,47.285713,1083.200000
BO0587,SS,22928,SS.22928,7.261770,47.398735,749.400000
DE0479,SS,22929,SS.22929,7.292547,47.367526,567.400000
UN0181,SS,22931,SS.22931,7.243957,47.294592,855.900000
CO0572,SS,22932,SS.22932,7.117736,47.378513,782.800000
PL0639,SS,22933,SS.22933,7.295690,47.413330,828.000000
DE0507,SS,22934,SS.22934,7.279995,47.377289,834.700000
BA0294,SS,22936,SS.22936,7.217119,47.318764,531.900000
DE0450,SS,22937,SS.22937,7.300521,47.363070,486.900000
GL0321,SS,22938,SS.22938,7.189512,47.323963,627.300000
CH0307,SS,22939,SS.22939,7.348390,47.336260,543.800000
VI1053,SS,22941,SS.22941,7.435966,47.362330,537.849000
MO0282,SS,22942,SS.22942,7.084456,47.303196,996.400000
VI2064,SS,22943,SS.22943,7.413965,47.347699,456.100000
SO0130,SS,22944,SS.22944,7.275249,47.286175,1059.300000
CO0574,SS,22945,SS.22945,7.142451,47.380673,708.500000
LE0069,SS,22947,SS.22947,7.135629,47.252046,1043.400000
BA2023,SS,22949,SS.22949,7.226079,47.334929,491.800000
GL0410,SS,22950,SS.22950,7.187391,47.347120,788.100000
SO0156,SS,22951,SS.22951,7.259402,47.287688,1001.900000
CO0390,SS,22952,SS.22952,7.279370,47.348375,538.700000
DE1041,SS,22955,SS.22955,7.342573,47.368670,446.300000
SO0242,SS,22956,SS.22956,7.306522,47.280645,878.900000
ST2006,SS,22957,SS.22957,7.095511,47.299838,960.000000
BA0417,SS,22958,SS.22958,7.257206,47.352085,489.800000
CO1017,SS,22959,SS.22959,7.159083,47.396542,649.200000
GL0292,SS,22960,SS.22960,7.193871,47.318399,872.300000
CO0280,SS,22961,SS.22961,7.372565,47.328150,557.849000
MO0281,SS,22962,SS.22962,7.077852,47.303626,921.000000
BO0529,SS,22963,SS.22963,7.217729,47.372907,802.300000
DE0447,SS,22965,SS.22965,7.266420,47.361146,595.200000
PL0636,SS,22966,SS.22966,7.264584,47.410808,802.800000
CH0527,SS,22967,SS.22967,6.977762,47.402719,544.200000
ST0194,SS,22969,SS.22969,7.089906,47.286087,933.000000
EP0430,SS,22970,SS.22970,7.088910,47.336102,903.000000
BO0442,SS,22971,SS.22971,7.212722,47.353946,574.400000
MO0618,SS,22973,SS.22973,7.330925,47.412461,689.400000
ST2008,SS,22974,SS.22974,7.109950,47.305348,986.100000
EP0461,SS,22976,SS.22976,7.106573,47.346332,848.500000
AS0582,SS,22977,SS.22977,7.216915,47.396722,737.500000
SE0460,SS,22979,SS.22979,7.093382,47.345373,568.500000
EP0406,SS,22980,SS.22980,7.139106,47.340175,694.100000
FR0670,SS,22981,SS.22981,7.181564,47.415295,502.000000
PL0638,SS,22982,SS.22982,7.285463,47.414278,814.700000
FR0651,SS,22983,SS.22983,7.191354,47.411918,520.500000
BA0298,SS,22985,SS.22985,7.254467,47.325302,675.300000
MO0409,SS,22986,SS.22986,7.178406,47.342822,731.400000
MI0284,SS,22988,SS.22988,7.157763,47.431933,473.600000
SE0547,SS,22989,SS.22989,7.124005,47.370342,747.300000
CO0302,SS,22991,SS.22991,7.296041,47.326300,554.500000
LA0141,SS,22992,SS.22992,7.106526,47.269843,995.100000
CO0309,SS,22993,SS.22993,7.371641,47.336568,440.200000
VE0222,SS,22994,SS.22994,7.370942,47.315318,699.400000
GL0352,SS,22996,SS.22996,7.198817,47.331916,527.300000
PL0589,SS,23005,SS.23005,7.290018,47.401702,830.200000
CO2045,SS,23008,SS.23008,7.321851,47.343969,436.800000
DE0508,SS,23010,SS.23010,7.291417,47.379160,885.200000
CO0604,SS,23011,SS.23011,7.035494,47.402264,490.300000
SO0214,SS,23012,SS.23012,7.288245,47.303045,668.400000
CO0358,SS,23013,SS.23013,7.261079,47.338379,467.900000
CO0669,SS,23015,SS.23015,7.170190,47.422043,482.300000
DE0423,SS,23016,SS.23016,7.317328,47.359594,440.500000
DE0477,SS,23019,SS.23019,7.274452,47.367756,605.100000
AL0697,SS,23020,SS.23020,7.144909,47.425008,461.200000
BO0534,SS,23022,SS.23022,7.271688,47.384259,879.000000
UN0236,SS,23023,SS.23023,7.219133,47.303660,543.300000
CO0218,SS,23024,SS.23024,7.331608,47.308304,1093.900000
ST0223,SS,23025,SS.23025,7.074141,47.292788,933.500000
CO0217,SS,23026,SS.23026,7.322242,47.308238,1024.550000
MO0616,SS,23027,SS.23027,7.306700,47.411935,716.700000
CO1046,SS,23028,SS.23028,7.377287,47.367007,437.400000
FO0619,SS,23029,SS.23029,7.084513,47.390152,552.500000
SO0215,SS,23031,SS.23031,7.297844,47.309368,1015.600000
CO0644,SS,23032,SS.23032,7.115048,47.400495,485.300000
GL0322,SS,23033,SS.23033,7.203961,47.324726,648.600000
LE0090,SS,23037,SS.23037,7.112209,47.254205,1026.300000
CO0596,SS,23039,SS.23039,7.094480,47.383274,571.800000
DE0396,SS,23040,SS.23040,7.344712,47.355729,419.700000
BA0296,SS,23042,SS.23042,7.226457,47.322762,618.400000
SA0229,SS,23043,SS.23043,7.144315,47.292669,899.849000
MI0700,SS,23044,SS.23044,7.173667,47.431031,500.100000
CO0648,SS,23045,SS.23045,7.137909,47.441292,528.900000
MO2005,SS,23046,SS.23046,7.083007,47.295743,934.600000
FO0594,SS,23047,SS.23047,7.075879,47.381817,610.600000
AS1023,SS,23048,SS.23048,7.208882,47.384258,821.200000
